country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
Angola,123.5234098153225,65.74157205988026,2.8017417228133685,49.80630953345081,6260.047039201946,21.9126869751851,60.177925981146686,6.593306863534473,3173.5436648935415,2007
Angola,124.01050330078553,67.52375521842322,2.6711799930842486,51.240811911239,6112.734292753482,22.39072100805936,61.75755319533368,6.577628030235605,3212.7680661830223,2008
Angola,127.7986684630565,65.07726565860392,2.6145267711340887,52.353634220806995,6136.187585449924,23.03203273993386,63.775489217228596,6.503164075454599,3307.2863042673343,2009
Angola,127.55986284336507,63.294173723101686,2.6579305152263095,52.86658428190465,6336.989721801153,23.574834893758972,64.69101825945653,6.307422586923619,3458.0589497853694,2010
Angola,124.48297241735963,65.3312587867906,2.7350117664066103,53.91024762842223,6368.5168250913775,23.33015432882289,63.13735140933377,6.451438176574747,3588.0015559347075,2011
Angola,122.92500837213261,62.38141522707122,2.6298757267471626,51.284644448439145,6495.340324994823,23.36212989692343,65.34142589673156,6.570436869751513,3757.910702360521,2012
Angola,124.88041900295765,65.1149079554242,2.5227590347482916,49.007809043757504,6699.053070864401,22.872641983704423,64.48102066021782,6.377773083970773,3866.9102030970184,2013
Angola,124.18812850297168,65.87127645274234,2.569609035916249,48.82706841495708,6695.423944269713,23.255846830941294,66.87593359858388,6.417885156268143,3722.654930132682,2014
Angola,122.8209312118639,65.85142404203472,2.593041900507894,50.64544270696202,6864.037891615919,22.347924662551048,66.35652486013674,6.465450769831663,3705.844045974395,2015
Angola,125.80237157252736,68.56991867069866,2.503302351904328,48.4796226630013,6781.740664528415,23.280349398530795,68.50587190479794,6.247373958947734,3595.376834818127,2016
Angola,128.05623943548528,69.047782438479,2.391253445554487,49.475723029683664,7034.571237920966,22.866267275546797,69.30167377560214,6.170547683525959,3727.4810131462746,2017
Angola,125.56943619018936,70.15621900024436,2.4695691280198937,51.47212220590439,6969.909628164838,22.02324966785994,66.40997040379136,6.4663919023071506,3579.388045416793,2018
Angola,125.86163416966403,71.57994415063796,2.397964228189706,50.08813638564794,7161.716638842127,21.754923096608767,69.38483311749643,6.704211692043904,3432.6575535246325,2019
Angola,120.90055312557763,73.04289829850323,2.3568682088496216,51.27310446329749,7175.53957943069,22.582402742954034,66.40243970732243,6.927458462847768,3552.9544332767964,2020
Angola,117.0061142230178,73.68035598578268,2.3950431149673737,52.850734470684756,7177.2832412690705,22.824902039093526,68.27626513570074,6.611671398594827,3595.9050485860107,2021
Angola,111.70258769313051,75.7457349885943,2.4382294692032485,54.66329629409341,7160.223895272003,22.51723201648366,71.63615130965256,6.481469344415106,3603.237338253249,2022
Angola,110.3351523015322,72.2375849677732,2.545557505375151,54.950397818910574,7190.504682835133,22.331695260295486,71.94764231246037,6.521297130936224,3662.9223776921563,2023
Antigua and Barbuda,10.672947321942814,45.4361306175694,5.7864277978458984,60.05905939528803,19041.590758407605,1.507458439628777,76.08518557774447,2.144300145634535,12784.249308357186,2001
Antigua and Barbuda,10.53173072045627,44.187257388129375,5.96145372354903,61.55873127457552,19074.343204759738,1.5392802764692517,73.62606527449613,2.1757114286061667,12891.707400604288,2002
Antigua and Barbuda,10.019664913073358,44.270105289382094,6.066326012965524,61.91182505360189,19438.011094018973,1.5574062755787186,75.9609705982194,2.1666836317269964,12463.069648918174,2003
Antigua and Barbuda,10.172233059662004,44.94160705493166,5.974845760425201,60.3213994783755,18661.911869000895,1.615881101498484,75.10511835535193,2.2442532769735335,12519.961322498386,2004
Antigua and Barbuda,10.529853468749355,45.186344241893025,5.837530645134512,60.99710398020049,19226.36169545157,1.6608522917932933,77.03671190051523,2.306602817419433,12644.73689896112,2005
Antigua and Barbuda,10.93864330740054,46.1680664586435,5.75217657302404,61.58317920200837,18379.695063807536,1.6210828915074478,77.40909635258951,2.374484337250226,12356.443586140247,2006
Antigua and Barbuda,11.47846294946065,47.44899395495948,5.557383667143231,63.137186462968785,18761.149486455288,1.645539680166347,78.86910801813917,2.300059276229811,12782.169675604688,2007
Antigua and Barbuda,11.830143588035407,48.98208584410772,5.76689560646532,62.226762098754755,18343.38835738966,1.5948291555804484,75.25775914672067,2.3891497710720353,12449.325313571075,2008
Antigua and Barbuda,12.33689318768839,50.91979501937558,5.492269437177695,62.328571133392145,17450.11240012987,1.516696744991432,75.33188009683631,2.377228352115168,12629.005338325811,2009
Antigua and Barbuda,12.627587367372575,48.847612605322716,5.7398299103538015,64.19843539795531,16991.29701187558,1.52836814639923,71.8192346679831,2.3188107451010582,13188.202628685554,2010
Antigua and Barbuda,13.025918599394428,46.95890172549898,5.620705641087382,66.35720654091348,16188.050523910155,1.4668095519093505,70.78606340602293,2.3905380889043437,12662.584571183006,2011
Antigua and Barbuda,13.14844646359255,45.33004183541613,5.381817060903371,69.24051438402313,16324.853335763735,1.4405662024464145,68.18903302225613,2.389784843560683,13237.222318552464,2012
Antigua and Barbuda,12.889895908168135,46.36694942827107,5.156069348439131,68.4030696538195,16178.59814126463,1.4373420137552062,69.79552496064902,2.436474373690483,13864.72895240691,2013
Antigua and Barbuda,12.900489522964522,46.85475337105938,5.272225531447605,66.06425646910027,15657.091420724844,1.4461923786153852,69.4096316527403,2.316048240405458,13667.602032216957,2014
Antigua and Barbuda,12.69889097101328,45.733551434374824,5.03684276808974,62.881450215939644,16245.002674913801,1.3903332757503166,66.6688149145546,2.291935933060714,13567.28905741814,2015
Antigua and Barbuda,12.501914851157016,45.12641536282049,4.90182891803847,63.91142199491665,16463.34025040672,1.3302609250687896,64.68980028245157,2.339604988764026,13802.975128915,2016
Antigua and Barbuda,12.060694314719939,45.56233310451031,4.684278281336027,61.28840581695936,16409.144588338804,1.2713398189156004,66.66516943522042,2.351151766856466,14194.080501454686,2017
Antigua and Barbuda,11.873822187119842,45.39228261215819,4.632017999139624,63.04933194134964,16501.128720709046,1.2897466898135101,65.84613441759274,2.2722221367424353,13648.352441383875,2018
Antigua and Barbuda,12.409929568314915,44.96393192953221,4.406404041755338,64.41526548476878,17053.603230271154,1.235447361599536,62.624486749651474,2.256124274995347,14305.428410153532,2019
Antigua and Barbuda,12.08460404018221,46.5158635582232,4.368354913685778,65.95465045801572,16542.897768529794,1.2822758367623321,63.65758554718455,2.1983834255873216,13736.983347807278,2020
Antigua and Barbuda,11.654484841707257,46.774350617927524,4.185916614361674,62.712887270117506,17153.891081881015,1.2678270078802607,64.20112815788943,2.2307268608653117,13821.574252072221,2021
Antigua and Barbuda,11.151214685284934,48.18967179703448,4.110754814138861,65.84843304310914,16912.961589663348,1.30437200799713,62.88859926494612,2.2375396241472965,13212.589722851713,2022
Antigua and Barbuda,11.182957177963383,49.061410426663926,3.9684043364119788,68.46717885993806,16413.552892103195,1.2541954360465681,65.76775921472733,2.1294785799568983,12644.356699249434,2023
Argentina,14.003310571362535,19.120941573004583,7.9172110059563865,15.304071108524147,18379.15321887875,20.29407413598344,76.73366508881502,2.439263659024997,9972.104813830789,2001
Argentina,14.077184102028534,19.495970391039716,8.225492369649261,15.144617300310282,19205.60933844831,20.111855580646672,77.58852087685844,2.489389262936253,9575.054554568433,2002
Argentina,14.272633096760462,20.06990286898262,7.902329430207819,15.49813719447561,19714.43035564038,19.841384213792566,80.19906037214614,2.6090791338915102,9101.699799759397,2003
Argentina,13.951176478666651,19.846937843811737,7.512401915618156,16.004097352919363,19923.47089203366,19.852467470028586,82.4979499271934,2.563370388251117,9484.62724646966,2004
Argentina,13.406028593072797,19.081379121965337,7.2488222311513395,16.200889400056774,19078.139420771422,19.436413254354864,80.72161974159067,2.638625899594404,9423.395341726027,2005
Argentina,12.860458893309143,18.93209391617936,6.908736559420614,16.907722609433755,18989.01347518822,18.807280622938404,83.7466301808293,2.589113563504452,9444.628883353453,2006
Argentina,13.410988931123784,18.943013470656677,7.013587099640378,17.30672798117596,19415.119121104595,19.085653101913824,80.56080178779767,2.475425462382916,9232.164587506886,2007
Argentina,13.564311600528411,18.328699517835723,6.967216605299194,16.587260339404395,19802.323761134197,18.47562392419044,78.10477844345715,2.359044831708951,9338.034500405858,2008
Argentina,13.45662417148405,18.623319876847024,6.952440627395793,17.376448697159827,20682.821816284795,18.953384255926828,79.26291549763732,2.4527657353284904,8872.330489332851,2009
Argentina,13.488513679320514,19.34910115466694,7.145117216570059,17.908768420896724,20222.971490970693,19.622278987020017,82.91815854498189,2.5714047651466774,9264.190595380103,2010
Argentina,13.288594107999488,20.147444746402815,7.296914091756056,18.42046427073402,19383.58881825883,18.672252136533356,79.84729832399857,2.4549993425323935,9380.067599401847,2011
Argentina,13.054568855557365,20.76107161180415,7.200993354249712,17.5827362049187,19894.413573120455,19.132837998854885,79.15167202944264,2.518306715092265,9095.528227630391,2012
Argentina,13.001320433737078,19.922709811680992,7.303838488564668,16.796123490863017,20366.99405579252,19.483671943677862,75.59756832465844,2.6072563113608336,9055.687700229748,2013
Argentina,12.637724797270455,19.041793909919992,7.617351160680072,17.615714390667378,20303.943045423213,19.787927062348956,76.98871966238345,2.6600768842581184,9134.048172791012,2014
Argentina,12.132385869381693,18.439655386016163,7.705376804748877,17.095847471714947,19330.662183445453,19.582199598870726,79.08237798738139,2.5443123923311406,9136.191680422946,2015
Argentina,12.306305140044419,18.07652132763108,7.6416418078779325,17.79185106873339,18402.602454086853,20.224217875536933,78.18672172344047,2.4608527559692797,8989.603092487472,2016
Argentina,12.328467941236198,17.457029410036245,7.357670637345071,18.632079439239753,17564.764105021193,19.49081835493341,76.4034236395502,2.4173174068487606,8811.276131212559,2017
Argentina,11.811336141237176,17.667306570635585,7.085303576002494,18.52696023338542,17376.13972263313,18.66434436157149,73.50765642066203,2.4672244682359943,8918.79559039288,2018
Argentina,12.048919362296234,18.261344976449134,7.38208076207441,19.379715058525765,16905.958911273825,18.498802968299255,76.63310393771543,2.3656342095447807,9142.103028465384,2019
Argentina,12.404915604912617,17.49514744754204,7.276103686449812,20.33222068907017,17222.802560011576,18.395699248729056,76.53538487137087,2.3296729034459895,9229.341507627549,2020
Argentina,12.552772783553989,16.84793852606931,7.240944231648906,21.256781731966168,17326.251492504376,18.782403970000885,73.44104303985603,2.443968685396929,9119.920303537649,2021
Argentina,12.763234648775292,16.459806480843593,7.484070407481549,21.444727072208412,17806.913771249263,19.053240645398198,70.21648971588066,2.3543306957504595,9225.830890265632,2022
Argentina,12.947944278304837,17.108687265353048,7.807477840083853,22.01336146673719,18604.112713903476,19.877095054653434,70.67311204016316,2.316508643168012,9387.243171716971,2023
Armenia,18.35608711684406,20.647015352589158,4.327425943076486,46.281282218971825,6869.102965889512,7.398033491670557,75.91579586541023,1.7367019579795233,3263.368786063976,2001
Armenia,17.912468224044378,20.93662083096621,4.266875621068349,45.958706077296576,7075.272177777822,7.231185248684253,77.98159891647742,1.6971368810835614,3213.839459750866,2002
Armenia,17.371013762948625,21.67614903267885,4.210310738870804,44.181164258314624,6948.466082023836,7.354661916822283,80.46245590452851,1.6221803168184246,3113.0517637395114,2003
Armenia,17.236306952436667,21.25124053894081,4.420262819359976,43.59212351735856,6911.110175196402,7.420680892897811,80.37787764239788,1.6928245931747719,3041.1372525678025,2004
Armenia,17.569617650595728,20.31444624999679,4.284451618585003,42.476759110075356,6746.98317004696,7.581348062336003,80.22964607191412,1.710027864877043,3096.8285100716657,2005
Armenia,17.878610259382867,20.170995416379892,4.17375813044224,40.60807158056737,6721.85098725902,7.511734339796188,79.12257542645024,1.6489629571445847,3226.8639894662424,2006
Armenia,17.29458021646393,21.028044783585514,4.07410318640577,39.499158578356074,6811.017563118324,7.2704529094672825,77.8479580850814,1.5957080182225039,3202.344457154315,2007
Armenia,17.47746015323446,21.96223764288761,4.214110920216874,38.61978927649848,6819.036884127648,7.035294575127098,77.79403946047768,1.5386829614306015,3256.138278805459,2008
Armenia,16.879537465858675,22.88013914114431,4.106458406350483,40.49168198399468,6736.050906360214,6.91028090068826,77.22345435505787,1.5348398830275771,3188.3520758370582,2009
Armenia,16.77083863711947,22.500360399732525,4.286921050800819,40.52078326276591,6822.179598481187,7.161669966896624,78.43377269364993,1.552267386185664,3300.8546667618766,2010
Armenia,17.26067485284239,22.564809286215315,4.265678094804457,40.41652311649983,6741.716073734938,7.0115155244529745,78.06070842923185,1.6139259424348966,3383.478857488178,2011
Armenia,16.78097454641084,23.07779555024088,4.402500011100233,41.17709093687151,6896.2308225369625,7.360779255549969,76.31661588004755,1.6802481112710685,3482.722689334713,2012
Armenia,17.419105074780855,23.429650896443306,4.4036114062389,41.94848414416587,7029.280732788512,7.6065706272164695,78.01704963615971,1.6511577552618566,3654.5160819907915,2013
Armenia,17.667953221095804,24.31553505311884,4.516658016897358,41.21732776195879,7055.3698126470335,7.75658288247557,75.09284919521079,1.7002988848571359,3617.8317213023543,2014
Armenia,18.001125375185755,25.116070915998762,4.533082662572128,39.38223348911131,6957.480801889166,8.013499299998127,76.8427784225565,1.731238779582132,3715.374865524221,2015
Armenia,18.018423285664614,25.560231887058993,4.7537274295650125,39.95372691682695,7242.088978224454,8.20652256286402,80.58798469060012,1.6767594063385334,3632.0132420834325,2016
Armenia,17.42609191282276,24.506296532242967,4.824328714889067,39.12663402739667,7603.095517980481,8.065591488138313,80.91678888370639,1.665105107443426,3456.0301400750072,2017
Armenia,17.976689939667423,24.101822221078002,4.796752117014829,40.97442430781476,7872.603486107773,8.238447802262282,83.09923613153141,1.6793236992846887,3381.7186204003096,2018
Armenia,17.84463739477402,23.94268671770337,5.033401012662773,40.93155558437395,7604.24465981223,8.359673413111155,85.66577541388106,1.7037322760555826,3279.2314098795982,2019
Armenia,17.238214447434412,24.30432772764948,5.259224318455698,41.31608852713045,7712.856827776477,8.731030581776459,85.44726485404404,1.7365380647982984,3281.6924349868245,2020
Armenia,16.945769726459133,23.827874432837223,5.400263341870603,40.84184486556483,7840.323008810638,8.301598099463904,88.84938581211046,1.6961602613899152,3215.3528662107024,2021
Armenia,16.42019894380052,24.079296930919,5.131702075087315,39.00167976733341,8043.150343705736,8.128868339355758,90.27305933677054,1.7434400973460316,3223.041581820198,2022
Armenia,15.648492886209068,23.798133436760068,5.3335216191456905,37.97270834331226,7748.597912565087,7.875664295469893,86.93616465239467,1.665949996593465,3355.0742637431595,2023
Australia,5.006613192578341,19.662057735202527,9.06996639944259,21.666689525577265,39508.508664949746,1.1744551857456602,79.22709807250143,1.9534088483388834,49612.473867036075,2001
Australia,5.2062403153416765,19.639159204884383,8.719079375682224,21.837613742993096,40554.90170992886,1.1441908179573097,75.94260346726358,1.9042268323489124,50876.597765750616,2002
Australia,5.417097285664895,20.562061408711088,8.866121248737596,21.04389227608073,40689.61227239357,1.1579048515075758,79.17921851622442,1.9169503401400612,52661.605353747575,2003
Australia,5.644040392015876,20.992158825167685,8.891525789597644,21.954602392428768,40230.323669453006,1.1985296662987848,79.10005016409275,1.8703973465727994,50125.468143384496,2004
Australia,5.403303525626885,21.870799669114056,8.655068402793463,21.093208060437558,39791.18370626435,1.2550008036278808,80.82220506611532,1.898197350970999,48540.09770762979,2005
Australia,5.372398789265964,22.219727221961826,8.987022747183751,21.994646100845955,37865.65083236948,1.2563752625628475,82.01642187271162,1.8214950834731343,47973.43378159139,2006
Australia,5.345933691264204,21.39477223875332,9.185853510311834,21.489648377571363,39062.299432657936,1.279070942569546,85.01055651118108,1.736931846344758,50129.495589929924,2007
Australia,5.267096243566105,20.792924052594216,9.591210359709626,21.547244556559917,40220.622460109735,1.2592914375727193,87.69023018327904,1.8026533858498515,52195.84683549241,2008
Australia,5.438725185124341,20.817838548034494,10.021069331060447,21.72301656111981,40238.78337133774,1.2196900895323382,88.3531807028911,1.788223455145842,53320.2005923488,2009
Australia,5.535233626883611,20.371424426876164,10.36801372663318,22.293226372739706,41496.142142318575,1.2143563335240812,89.76826688490554,1.7238167035891012,52091.66825479978,2010
Australia,5.665760250284517,20.099673725699535,10.406220348499312,22.533723766215374,43564.06492308326,1.2297325209779664,88.11929865848461,1.778967862572696,54547.54313373831,2011
Australia,5.746086324509781,20.083613550334416,10.884249887698443,22.667218546696013,43968.58393777113,1.2556757088259096,85.67169660135035,1.7599083343924038,53391.70038649454,2012
Australia,5.670053036032495,20.24501507263357,11.362986246227674,22.412708932984767,41972.413963675506,1.26398018336615,89.08317837839706,1.77048038029403,53862.17133856949,2013
Australia,5.8439573401719604,20.17630760694133,11.637387372754496,21.420812136099116,41658.207392632656,1.2990237728483034,86.81522384208031,1.7834459518687962,53354.28215250231,2014
Australia,5.731762646606351,20.53840139309538,11.99207556102478,21.142436268230266,42642.20113603664,1.2447564270118152,87.47458243192385,1.8536816718114646,52782.902330164354,2015
Australia,5.791119894513369,19.536718112665156,12.092594370263287,21.090768110768828,40644.51814904589,1.186663560232045,85.93339001188271,1.7909644133921643,52606.38142411107,2016
Australia,5.722368086227109,20.303497043236884,12.211988038390576,21.757133373588882,41189.50583262954,1.2004772051873938,82.41168605023142,1.8363926044502141,52366.516711644304,2017
Australia,5.948813732672826,20.597016784048815,11.676168658861839,21.65770815273741,40454.68404825414,1.2236992877708521,79.64294682405978,1.846494686246188,54838.3803839996,2018
Australia,5.829844191639919,20.69818141389394,11.845828819333022,21.40521917467523,39471.337638070974,1.2847013013260489,76.17191546735963,1.8968951731512826,54175.430704472106,2019
Australia,5.981810690838115,20.292653156990898,11.740249368497807,22.243190309572842,41015.84055333168,1.2253444242886302,76.7916283572754,1.9536710562918793,56700.46441499017,2020
Australia,6.04947649547071,19.38465158718355,11.949520659544364,22.26407993555407,42528.429879561954,1.2503659303937864,77.611685170296,1.8935606771673563,55932.76291627255,2021
Australia,6.032561274579885,19.49806803837622,11.467635386077138,22.169794218923325,42837.60873929923,1.211279332449264,76.47103384284685,1.9074245686717917,55435.07677204114,2022
Australia,6.136399115731525,19.103846845063412,11.791347353194187,21.07191952251227,42431.599646880386,1.1957662804535716,78.52508325518991,1.866384194595105,54980.79743751323,2023
Austria,4.1390755933548435,50.44612079747545,11.491688706385302,47.03805574512909,44204.73297772127,0.8491860118283124,77.50311580058667,1.4393965072991826,44691.275385402994,2001
Austria,4.150100998567767,52.772261063598364,12.007947586222235,47.625934120951875,45924.32219507055,0.8243806266542595,80.94403804181444,1.3872144372575337,46150.908683591595,2002
Austria,4.00812291997296,54.03175442379694,11.930781322940183,49.654361154279584,46623.43718987514,0.7862560164799336,81.64334044871943,1.4485537812112945,45116.462548748255,2003
Austria,3.8138375926096435,54.74603565679607,11.650911308522238,47.72565127755011,48325.92512873892,0.786555738565222,81.0994721427682,1.419569021954431,46270.65113586934,2004
Austria,3.6716732410449264,55.38134759089599,11.424427121059534,47.63542345592229,46421.03711268344,0.8161507676952674,84.8920418648474,1.4272133437923824,46060.95701815987,2005
Austria,3.5768896904785317,54.42060661931116,11.692137578486225,45.84236479561777,47799.80654991926,0.7855455550460326,83.82934072799644,1.3710729801977324,45593.9692154263,2006
Austria,3.5567927118896594,54.446759730639606,11.425953089370948,47.60532892915593,49531.111168958865,0.7505587638026368,87.14782855201497,1.3599795111786852,44008.071369541685,2007
